student_id,student_name,mail,specialization,machine_learning_ut1,machine_learning_ut2,machine_learning_mt1,machine_learning_mt2,machine_learning_attendance,machine_learning_assessments,machine_learning_internals,iot_ut1,iot_ut2,iot_mt1,iot_mt2,iot_attendance,iot_assessments,iot_internals,data_science_ut1,data_science_ut2,data_science_mt1,data_science_mt2,data_science_attendance,data_science_assessments,data_science_internals,cyber_security_ut1,cyber_security_ut2,cyber_security_mt1,cyber_security_mt2,cyber_security_attendance,cyber_security_assessments,cyber_security_internals,dbms_ut1,dbms_ut2,dbms_mt1,dbms_mt2,dbms_attendance,dbms_assessments,dbms_internals
599,Rachael Collins,vtu599@veltech.edu.in,Data Analytics,10,5,14,11,5,3,28,2,4,5,5,1,1,10,2,8,6,20,1,5,24,10,6,17,9,4,5,30,9,10,15,6,4,4,28
4036,Melissa White,vtu4036@veltech.edu.in,Cyber Security,5,7,11,14,5,2,25.5,2,2,12,14,3,4,22,3,4,4,11,4,4,19,2,3,9,8,2,2,15,4,1,8,1,1,1,9
7734,Kevin Johnson,vtu7734@veltech.edu.in,General,7,7,15,9,1,2,22,4,3,18,20,4,5,31.5,10,7,10,10,2,4,24.5,10,8,20,3,3,5,28.5,9,6,9,10,3,4,24
765,Kristine Ramirez,vtu765@veltech.edu.in,General,5,10,12,19,3,3,29,7,3,20,1,1,4,20.5,5,2,6,19,2,4,22,10,4,10,16,1,4,25,9,8,11,3,5,1,21.5
6764,James Wise,vtu6764@veltech.edu.in,Artificial Intelligence,10,5,4,16,4,4,25.5,8,7,15,3,1,1,18.5,1,10,13,19,1,3,25.5,2,2,18,9,2,2,19.5,7,6,19,16,3,1,28
9981,Jeremiah Turner,vtu9981@veltech.edu.in,Artificial Intelligence,8,8,8,7,3,3,21.5,7,4,1,6,2,1,12,5,6,18,20,5,5,34.5,6,10,1,20,3,4,25.5,7,2,1,10,4,2,16
5936,Justin Meza,vtu5936@veltech.edu.in,Data Analytics,9,5,1,19,2,5,24,8,10,13,9,1,1,22,5,6,7,19,4,4,26.5,9,10,1,16,4,1,23,4,3,12,1,3,5,18
4519,Adam Ross,vtu4519@veltech.edu.in,Artificial Intelligence,2,9,15,12,5,2,26,10,8,8,20,4,5,32,8,4,1,4,5,5,18.5,10,1,13,12,1,3,22,3,1,16,6,4,2,19
463,Kristin Bell,vtu463@veltech.edu.in,Data Analytics,4,1,14,17,1,2,21,2,9,2,10,1,2,14.5,9,7,6,14,2,1,21,7,10,19,15,2,1,28.5,4,2,5,11,2,3,16
2644,David Clark,vtu2644@veltech.edu.in,Artificial Intelligence,10,2,19,1,1,4,21,10,7,20,11,2,4,30,8,9,13,1,3,5,23.5,7,10,7,15,3,3,25.5,5,8,1,11,5,5,22.5
3067,Angela Perkins,vtu3067@veltech.edu.in,Data Analytics,3,3,1,2,3,3,10.5,6,7,14,1,1,3,18,4,7,5,19,2,1,20.5,3,4,15,20,3,2,26,10,1,13,11,3,2,22.5
3080,Christina Lewis,vtu3080@veltech.edu.in,Artificial Intelligence,3,2,5,15,5,3,20.5,9,6,6,13,3,5,25,8,9,5,17,4,1,24.5,5,7,16,3,5,5,25.5,10,5,18,16,2,4,30.5
1124,Christopher Cooper,vtu1124@veltech.edu.in,General,1,10,7,11,5,3,22.5,8,7,18,2,4,3,24.5,2,6,16,8,1,5,22,8,7,8,4,4,5,22.5,5,3,6,7,2,5,17.5
8807,Julie Myers,vtu8807@veltech.edu.in,Cyber Security,9,2,13,5,1,3,18.5,10,5,17,11,5,5,31.5,9,8,10,6,3,2,21.5,2,1,8,10,1,3,14.5,10,7,5,2,2,5,19
7950,Christopher Mccarty,vtu7950@veltech.edu.in,Artificial Intelligence,7,4,1,7,5,5,19.5,4,8,9,17,3,4,26,8,9,17,14,2,3,29,3,3,15,18,5,5,29.5,8,5,15,16,4,3,29
2393,Andrew Underwood,vtu2393@veltech.edu.in,Data Analytics,2,1,15,5,2,5,18.5,6,7,4,18,5,1,23.5,9,8,15,16,5,4,33,9,2,18,18,2,3,28.5,8,7,13,8,5,5,28
5442,Krystal Mercado,vtu5442@veltech.edu.in,Cyber Security,10,9,16,8,3,4,28.5,8,2,8,12,2,5,22,5,8,14,11,5,3,27,1,8,16,11,1,4,23,4,10,7,14,3,3,23.5
9106,Mary Taylor,vtu9106@veltech.edu.in,General,3,4,3,16,2,3,18,3,9,6,1,2,3,14.5,6,8,12,19,1,3,26.5,6,6,5,10,5,2,20.5,3,10,5,9,3,3,19.5
4610,Matthew Whitehead,vtu4610@veltech.edu.in,Data Analytics,4,5,14,14,1,1,20.5,2,1,3,10,4,2,14,6,6,9,7,4,1,19,4,10,9,17,3,5,28,1,7,16,4,5,3,22
234,Denise Hurley,vtu234@veltech.edu.in,Data Analytics,3,5,17,1,2,1,16,2,5,13,10,1,1,17,10,9,17,8,5,5,32,5,6,11,12,5,5,27,1,3,15,19,2,3,24
6082,Kelly Rodriguez,vtu6082@veltech.edu.in,Data Analytics,10,8,17,13,5,2,31,8,2,17,15,1,5,27,8,1,6,15,2,5,22,8,1,14,7,3,4,22,3,3,2,14,2,4,17
5920,Sergio Lee,vtu5920@veltech.edu.in,Artificial Intelligence,10,10,7,7,2,2,21,1,8,16,11,5,1,24,6,3,12,1,2,2,15,6,5,17,14,2,4,27,6,8,5,2,5,5,20.5
7246,Stephen Moore,vtu7246@veltech.edu.in,Artificial Intelligence,7,6,1,10,5,3,20,2,6,6,16,5,2,22,3,3,10,1,3,3,14.5,6,5,17,13,1,1,22.5,6,10,4,5,4,3,19.5
985,Amy Avery,vtu985@veltech.edu.in,Artificial Intelligence,2,7,10,12,1,1,17.5,2,5,17,4,2,2,18,1,10,5,9,1,3,16.5,10,9,5,19,1,2,24.5,5,7,3,6,4,5,19.5
4048,Cheyenne Alexander,vtu4048@veltech.edu.in,General,2,10,14,6,3,1,20,4,8,18,1,3,5,23.5,1,7,11,15,5,1,23,1,9,14,10,5,2,24,2,9,7,8,5,1,19
31,Justin Parrish,vtu31@veltech.edu.in,Data Analytics,3,5,11,8,1,4,18.5,3,1,10,13,3,3,19.5,3,1,13,8,1,3,16.5,7,5,20,11,4,4,29.5,8,7,7,17,4,2,25.5
1073,Jodi Edwards,vtu1073@veltech.edu.in,General,8,3,16,2,5,1,20.5,6,9,10,15,4,5,29,9,2,19,18,4,1,29,5,4,20,2,1,4,20.5,6,5,6,8,5,1,18.5
9085,Angela Richard,vtu9085@veltech.edu.in,Artificial Intelligence,8,9,2,20,1,5,25.5,2,3,3,9,2,4,14.5,3,1,20,8,3,5,24,8,7,13,4,1,4,21,2,6,15,9,4,5,25
9217,Timothy Valenzuela,vtu9217@veltech.edu.in,Artificial Intelligence,6,8,18,10,3,2,26,6,6,19,9,5,1,26,4,1,14,14,1,2,19.5,10,8,10,2,4,3,22,6,3,2,5,3,1,12
4252,Susan Ingram,vtu4252@veltech.edu.in,General,2,7,17,9,4,2,23.5,6,9,19,13,2,5,30.5,6,10,14,12,2,5,28,10,3,15,10,2,3,24,4,9,10,14,4,1,23.5
4579,Colleen Ortega,vtu4579@veltech.edu.in,Data Analytics,5,4,12,4,3,4,19.5,2,5,16,7,2,2,19,9,9,6,1,3,4,19.5,3,5,12,8,5,5,24,5,3,12,10,2,3,20
7216,James Moran,vtu7216@veltech.edu.in,Artificial Intelligence,2,8,10,4,1,2,15,6,6,15,4,2,2,19.5,4,2,9,4,5,2,16.5,3,1,11,20,1,1,19.5,3,10,9,3,5,5,22.5
5808,Christian Downs,vtu5808@veltech.edu.in,Cyber Security,2,6,6,1,4,2,13.5,10,9,11,8,3,1,23,6,10,20,3,2,2,23.5,5,7,14,2,1,4,19,7,8,18,7,4,4,28
7069,Benjamin Garcia,vtu7069@veltech.edu.in,Data Analytics,3,8,20,7,3,4,26,4,5,18,6,3,5,24.5,4,2,6,11,1,1,13.5,2,4,4,11,1,2,13.5,1,5,12,12,5,5,25
3441,Natalie Swanson,vtu3441@veltech.edu.in,Cyber Security,7,10,17,16,1,3,29,2,9,1,20,2,3,21,6,4,20,16,4,2,29,1,2,18,14,5,1,23.5,2,4,7,14,1,4,18.5
4990,Daniel Sampson,vtu4990@veltech.edu.in,Artificial Intelligence,7,1,16,12,4,2,24,8,2,3,15,4,3,21,8,2,7,8,1,2,15.5,9,1,10,14,5,3,25,1,1,5,4,4,2,11.5
3912,Cheyenne Johnson,vtu3912@veltech.edu.in,Artificial Intelligence,10,3,20,3,5,1,24,5,3,20,2,4,4,23,1,9,11,2,3,3,17.5,4,3,20,4,5,4,24.5,10,3,5,14,4,3,23
7353,Donald Hernandez,vtu7353@veltech.edu.in,General,8,7,14,2,4,3,22.5,4,3,3,17,1,2,16.5,7,2,8,19,4,4,26,3,4,16,10,4,5,25.5,10,3,20,12,3,2,27.5
3516,Tiffany Howe,vtu3516@veltech.edu.in,General,8,2,16,8,5,3,25,7,7,10,7,2,1,18.5,6,9,16,16,4,3,30.5,1,6,14,7,5,4,23,1,5,1,15,5,4,20
9712,Samantha Gonzalez,vtu9712@veltech.edu.in,General,1,8,10,16,4,2,23.5,9,10,1,11,1,1,17.5,2,6,16,4,4,1,19,7,6,18,19,3,3,31,8,10,5,13,3,4,25
6547,Andrew Bryan,vtu6547@veltech.edu.in,Artificial Intelligence,6,1,7,9,2,2,15.5,2,8,4,6,2,2,14,1,1,11,1,3,5,15,7,4,4,3,4,5,18,1,3,9,1,4,1,12
3249,Richard Guerrero,vtu3249@veltech.edu.in,Data Analytics,6,6,12,15,5,3,27.5,7,1,15,18,4,5,29.5,8,6,8,18,1,4,25,6,1,19,6,1,3,20,1,4,14,1,4,3,17
2833,Renee Rhodes,vtu2833@veltech.edu.in,Data Analytics,3,2,14,9,2,5,21,2,5,13,18,1,5,25,9,7,6,10,2,5,23,1,2,6,12,2,4,16.5,2,3,18,20,1,5,27.5
8013,Shannon Lee,vtu8013@veltech.edu.in,General,3,10,13,13,3,5,27.5,3,10,3,9,5,2,19.5,10,3,9,12,2,4,23,2,4,19,16,3,5,28.5,6,1,9,16,1,4,21
1427,Amber Lawrence,vtu1427@veltech.edu.in,General,4,8,19,17,5,3,32,8,3,7,4,3,3,17,8,8,12,7,5,2,24.5,10,4,3,15,2,2,20,6,3,10,2,2,3,15.5
6303,Jason Hogan,vtu6303@veltech.edu.in,General,7,2,11,18,5,5,29,6,3,14,4,3,4,20.5,7,8,7,8,1,2,18,4,4,7,8,2,1,14.5,9,10,16,16,1,5,31.5
8413,Joseph Robinson,vtu8413@veltech.edu.in,Cyber Security,8,5,6,4,1,1,13.5,10,7,10,4,1,1,17.5,2,6,2,12,2,2,15,2,1,16,19,2,5,26,9,4,6,7,3,5,21
4801,Stephanie Hill,vtu4801@veltech.edu.in,General,6,2,15,18,4,1,25.5,4,2,10,11,1,4,18.5,7,1,18,3,5,5,24.5,10,10,5,9,3,3,23,1,5,14,4,4,3,19
2053,Maria Brandt,vtu2053@veltech.edu.in,Data Analytics,7,9,6,18,3,2,25,6,1,2,8,4,1,13.5,6,10,12,15,1,1,23.5,4,8,3,15,1,1,17,6,9,8,17,2,3,25
8873,Scott Hunter,vtu8873@veltech.edu.in,General,4,10,20,9,2,4,27.5,1,1,14,13,2,5,21.5,8,1,11,15,3,4,24.5,6,10,9,8,3,3,22.5,6,3,12,3,5,5,22
392,Chelsea Kane,vtu392@veltech.edu.in,General,6,1,17,12,3,1,22,1,1,13,19,3,2,22,9,2,12,15,2,1,22,10,5,4,20,5,2,26.5,7,2,6,10,1,5,18.5
6906,Matthew Wright,vtu6906@veltech.edu.in,Data Analytics,6,2,11,17,3,1,22,1,3,7,9,4,4,18,3,6,19,18,4,3,30,7,10,1,20,4,3,26,8,10,17,8,3,4,28.5
1010,Kristin Griffin,vtu1010@veltech.edu.in,General,2,5,16,1,5,3,20,4,5,9,9,5,5,23.5,5,9,15,17,1,5,29,9,5,4,1,5,4,18.5,4,2,4,4,2,4,13
2491,Daniel Hall,vtu2491@veltech.edu.in,Data Analytics,4,9,2,7,5,5,21,3,5,19,1,2,2,18,8,1,17,6,1,2,19,9,7,14,13,1,3,25.5,6,2,19,12,1,5,25.5
4545,Travis Edwards,vtu4545@veltech.edu.in,Artificial Intelligence,7,8,8,3,4,3,20,7,10,6,6,1,1,16.5,5,6,2,5,5,2,16,3,4,1,1,1,5,10.5,6,4,12,13,1,4,22.5
2547,Tom Walker,vtu2547@veltech.edu.in,Artificial Intelligence,10,10,19,3,2,2,25,9,5,13,10,3,2,23.5,10,2,19,4,4,4,25.5,2,5,18,9,4,2,23,10,7,18,3,1,5,25
5940,Sarah Martinez,vtu5940@veltech.edu.in,General,10,2,13,14,5,1,25.5,4,7,1,8,3,3,16,5,7,18,13,5,5,31.5,10,6,8,4,2,1,17,7,3,9,14,4,1,21.5
1172,Sara Osborn,vtu1172@veltech.edu.in,Cyber Security,10,9,7,15,2,3,25.5,9,8,19,18,3,2,32,7,1,5,8,1,5,16.5,6,3,15,11,5,5,27.5,2,10,8,14,1,2,20
4066,Megan Huerta,vtu4066@veltech.edu.in,Artificial Intelligence,3,5,6,5,4,3,16.5,6,3,17,8,2,3,22,5,1,10,13,3,3,20.5,6,6,8,4,1,3,16,1,4,16,10,4,4,23.5
1828,Melanie Harper,vtu1828@veltech.edu.in,General,5,9,19,17,5,4,34,5,6,19,7,2,3,23.5,1,7,19,3,1,5,21,1,2,13,1,3,1,12.5,3,5,3,11,4,3,18
4598,Heather Jackson,vtu4598@veltech.edu.in,Data Analytics,2,9,20,7,1,4,24,1,5,16,8,5,3,23,8,6,7,5,5,5,23,6,4,11,7,4,1,19,10,4,5,18,2,2,22.5
7568,Daniel Alexander,vtu7568@veltech.edu.in,General,3,5,9,16,1,4,21.5,9,4,18,3,4,4,25,10,4,4,4,1,5,17,6,10,12,3,4,4,23.5,2,10,18,1,5,5,25.5
8458,Wayne Trevino,vtu8458@veltech.edu.in,Cyber Security,10,4,14,17,4,5,31.5,8,3,15,14,2,4,26,3,3,3,11,5,1,16,9,10,10,13,5,1,27,10,10,5,13,4,4,27
4851,Donna Williams,vtu4851@veltech.edu.in,Cyber Security,5,4,20,7,1,4,23,10,3,18,19,4,5,34,10,1,7,11,1,3,18.5,3,4,7,8,2,5,18,4,2,9,6,3,5,18.5
8752,Laura Massey,vtu8752@veltech.edu.in,General,10,3,12,7,5,1,22,2,7,3,11,4,3,18.5,1,7,16,9,3,1,20.5,8,5,5,4,5,1,17,5,4,9,2,3,5,18
5385,Scott Lewis,vtu5385@veltech.edu.in,Data Analytics,3,2,20,7,3,4,23,2,1,11,18,2,5,23,2,2,1,17,4,5,20,3,2,7,7,2,2,13.5,5,4,16,10,5,4,26.5
6903,Lee Hill,vtu6903@veltech.edu.in,Artificial Intelligence,7,1,17,17,2,3,26,1,6,11,5,5,2,18.5,5,10,13,4,5,4,25,4,5,12,7,2,4,20,8,7,7,9,2,4,21.5
6473,Todd Rodriguez,vtu6473@veltech.edu.in,Data Analytics,9,3,6,17,2,1,20.5,2,6,9,5,4,5,20,4,5,10,12,4,1,20.5,10,2,19,13,4,3,29,4,5,17,8,3,4,24
4141,Michael Hopkins,vtu4141@veltech.edu.in,Artificial Intelligence,1,5,18,5,4,5,23.5,8,3,4,4,2,1,12.5,8,4,14,1,4,4,21.5,3,6,12,13,2,5,24,7,4,18,11,3,1,24
16,Jason Smith,vtu16@veltech.edu.in,Artificial Intelligence,5,7,20,6,2,2,23,7,4,4,3,3,4,16,7,2,16,19,5,3,30,2,3,6,6,3,4,15.5,7,1,20,18,1,1,25
4782,Jessica Rodriguez,vtu4782@veltech.edu.in,General,2,8,6,7,5,5,21.5,8,9,3,8,4,4,22,10,10,19,2,1,1,22.5,6,9,4,1,3,5,18,5,5,14,6,4,5,24
5312,Joshua Garcia,vtu5312@veltech.edu.in,Artificial Intelligence,6,7,19,2,3,1,21,3,6,12,12,3,5,24.5,5,5,6,19,5,5,27.5,2,3,3,14,4,3,18,3,5,5,5,2,4,15
2192,Jesus Barber,vtu2192@veltech.edu.in,Cyber Security,1,9,2,13,5,4,21.5,7,7,6,11,1,3,19.5,2,4,9,17,5,2,23,6,8,15,15,4,2,28,8,6,20,1,2,4,23.5
9256,Brianna Morrison,vtu9256@veltech.edu.in,Data Analytics,5,1,16,3,3,5,20.5,7,4,19,15,1,5,28.5,6,6,19,11,2,1,24,3,6,17,11,1,1,20.5,5,8,5,10,3,3,20
4025,Linda Brown,vtu4025@veltech.edu.in,Data Analytics,1,6,14,1,5,1,17,7,7,18,17,3,4,31.5,1,9,3,15,1,5,20,5,6,14,16,3,2,25.5,7,9,8,17,5,2,27.5
4653,Janet Peterson,vtu4653@veltech.edu.in,General,7,6,10,11,5,5,27,5,9,3,1,1,3,13,4,8,19,15,1,4,28,9,8,9,16,1,3,25,5,9,8,16,1,1,21
2986,Jessica Taylor,vtu2986@veltech.edu.in,Data Analytics,8,7,4,1,4,3,17,4,9,2,18,2,3,21.5,2,2,5,5,1,3,11,8,1,3,12,3,1,16,3,10,14,3,1,3,19
2369,Heather Curtis,vtu2369@veltech.edu.in,General,4,6,19,12,5,4,29.5,8,6,7,4,1,2,15.5,1,7,14,2,5,2,19,1,6,17,16,5,2,27,9,9,4,13,3,2,22.5
3930,Elizabeth Johnson,vtu3930@veltech.edu.in,General,7,8,9,10,1,1,19,8,7,8,8,3,2,20.5,5,10,15,8,4,4,27,4,9,12,13,2,1,22,2,9,3,5,1,1,11.5
5894,Shannon Peters,vtu5894@veltech.edu.in,General,2,9,19,6,1,2,21,3,1,4,2,3,3,11,1,2,11,13,3,2,18.5,3,10,9,15,4,2,24.5,6,7,9,17,3,5,27.5
7898,Derrick Durham,vtu7898@veltech.edu.in,Cyber Security,1,2,10,15,5,5,24,6,5,11,5,5,1,19.5,2,10,14,14,1,3,24,7,4,15,6,3,2,21,4,3,8,16,5,1,21.5
697,Robert Coleman,vtu697@veltech.edu.in,Data Analytics,10,5,19,17,2,1,28.5,5,7,1,20,1,5,22.5,9,3,6,4,1,5,17,1,4,17,10,3,1,20,6,5,6,13,5,5,25
5773,John Henson,vtu5773@veltech.edu.in,Data Analytics,4,8,19,3,5,2,24,7,1,10,9,1,1,15.5,7,7,12,6,5,3,24,4,1,5,7,4,5,17.5,5,10,19,20,4,1,32
5846,Stephen Fernandez,vtu5846@veltech.edu.in,Data Analytics,3,1,7,15,1,5,19,10,3,17,7,1,2,21.5,3,1,19,12,1,1,19.5,3,3,4,6,4,5,17,9,5,14,19,3,4,30.5
3496,Mario Harrison,vtu3496@veltech.edu.in,Artificial Intelligence,5,3,4,10,2,4,17,7,9,11,18,5,2,29.5,2,3,3,10,3,1,13,8,9,1,8,3,3,19,10,9,15,2,2,4,24
2813,Evelyn Lozano,vtu2813@veltech.edu.in,Artificial Intelligence,3,10,6,9,5,4,23,4,7,7,20,3,5,27,1,8,10,1,4,2,16,6,8,19,5,3,4,26,9,8,8,19,4,1,27
166,Jessica Oliver,vtu166@veltech.edu.in,Cyber Security,5,5,15,19,3,1,26,5,5,6,6,5,4,20,9,4,13,7,1,2,19.5,4,7,7,11,3,4,21.5,7,3,12,12,3,5,25
8286,Joshua Willis,vtu8286@veltech.edu.in,Cyber Security,1,4,12,16,1,3,20.5,2,8,16,14,1,4,25,5,4,16,4,2,2,18.5,3,1,10,16,4,3,22,10,9,1,18,2,5,26
1772,Ross Rodriguez,vtu1772@veltech.edu.in,Cyber Security,4,6,11,9,4,4,23,3,7,5,8,5,2,18.5,7,3,17,20,1,5,29.5,6,7,1,10,5,3,20,6,5,16,3,1,1,17
7117,Randy Mejia,vtu7117@veltech.edu.in,Artificial Intelligence,9,7,8,10,3,5,25,8,2,20,1,1,4,20.5,6,5,7,2,1,1,12,3,7,13,8,3,3,21.5,8,7,15,1,2,2,19.5
4091,Clarence Hale,vtu4091@veltech.edu.in,General,10,3,13,2,1,2,17,2,10,18,19,1,3,28.5,8,6,15,20,2,5,31.5,3,8,16,10,2,3,23.5,9,9,8,7,3,1,20.5
8460,Gary Santana,vtu8460@veltech.edu.in,General,5,8,11,12,2,3,23,2,2,5,6,2,5,14.5,9,6,13,3,5,4,24.5,9,6,19,10,4,2,28,3,7,7,4,5,1,16.5
3252,Steve Garcia,vtu3252@veltech.edu.in,Artificial Intelligence,6,5,2,13,1,1,15,8,2,19,2,5,3,23.5,6,7,1,13,5,2,20.5,5,3,7,6,1,3,14.5,10,10,10,16,4,2,29
8139,Kevin Moore,vtu8139@veltech.edu.in,General,3,4,20,10,4,4,26.5,6,9,3,20,5,1,25,1,9,12,7,3,3,20.5,10,9,2,4,4,3,19.5,3,9,18,13,3,4,28.5
9297,Yolanda Waller,vtu9297@veltech.edu.in,Data Analytics,8,4,20,5,2,1,21.5,10,9,12,20,3,2,30.5,6,9,5,16,3,1,22,10,1,8,1,4,3,17,7,10,15,10,3,2,26
7528,Sheryl Randall,vtu7528@veltech.edu.in,Artificial Intelligence,6,4,20,15,3,1,26.5,5,1,1,19,1,3,17,4,10,20,20,1,3,31,7,2,17,1,1,3,17.5,2,5,9,12,5,4,23
7112,Gerald Reyes,vtu7112@veltech.edu.in,Artificial Intelligence,4,10,5,15,5,4,26,6,1,18,10,2,3,22.5,5,9,20,20,3,2,32,1,5,14,2,2,1,14,1,8,11,9,5,5,24.5
2079,Patricia Young,vtu2079@veltech.edu.in,Cyber Security,7,1,5,15,1,4,19,9,8,16,9,2,3,26,5,3,13,13,3,4,24,8,10,3,4,1,4,17.5,3,9,1,1,3,2,12
7250,Stephanie Greene,vtu7250@veltech.edu.in,Data Analytics,1,7,4,19,2,1,18.5,10,6,4,6,1,3,17,2,8,1,13,2,4,18,4,2,11,15,3,1,20,10,1,19,19,3,1,28.5
4730,Lisa Meyers,vtu4730@veltech.edu.in,Artificial Intelligence,8,1,13,1,2,3,16.5,6,1,8,9,5,3,20,9,7,1,18,1,5,23.5,1,10,9,17,3,3,24.5,4,5,9,10,3,3,20
2318,Robert Shelton,vtu2318@veltech.edu.in,Artificial Intelligence,10,5,5,4,3,4,19,9,8,14,1,1,1,18,8,1,10,15,4,3,24,8,7,20,18,3,5,34.5,5,5,10,18,4,4,27
9504,Matthew Morales,vtu9504@veltech.edu.in,Cyber Security,4,8,8,10,5,1,21,3,7,11,10,2,1,18.5,9,3,20,12,2,4,28,5,10,20,4,4,4,27.5,9,5,16,17,3,5,31.5
5355,Lisa Coleman,vtu5355@veltech.edu.in,Artificial Intelligence,1,9,4,2,1,2,11,7,10,8,4,3,3,20.5,5,2,20,10,2,5,25.5,3,1,3,1,4,3,11,8,3,8,16,4,2,23.5
3141,Laura Krueger,vtu3141@veltech.edu.in,Cyber Security,4,10,14,20,2,1,27,6,1,7,17,5,3,23.5,4,6,3,18,4,5,24.5,4,7,13,14,4,4,27,3,6,6,4,3,1,13.5
7052,Joseph Hernandez,vtu7052@veltech.edu.in,General,2,9,18,11,4,1,25,10,7,13,6,2,2,22,3,5,11,6,2,3,17.5,7,6,5,19,5,1,24.5,5,3,9,2,5,5,19.5
9961,Debra Figueroa,vtu9961@veltech.edu.in,Cyber Security,3,3,15,3,1,1,14,3,6,15,8,2,2,20,8,7,1,15,3,3,21.5,2,3,11,15,4,4,23.5,6,8,17,17,5,4,33
4109,Dr. Karen,vtu4109@veltech.edu.in,Artificial Intelligence,4,4,9,11,3,1,18,1,3,3,20,3,1,17.5,10,1,5,19,2,3,22.5,6,6,5,2,3,2,14.5,9,2,15,16,2,1,24
7802,Michael Hahn,vtu7802@veltech.edu.in,General,2,8,10,16,1,1,20,1,9,5,2,1,1,10.5,8,2,16,2,4,2,20,6,2,19,1,5,5,24,4,5,6,2,3,1,12.5
2126,Richard Kim,vtu2126@veltech.edu.in,Data Analytics,7,2,5,20,4,2,23,6,6,12,8,3,1,20,7,8,18,13,4,5,32,3,1,2,20,3,1,17,1,6,6,9,4,4,19
6558,Holly Ramirez,vtu6558@veltech.edu.in,Cyber Security,8,7,1,16,2,2,20,4,5,18,17,4,5,31,10,1,10,5,1,1,15,5,1,18,8,5,3,24,7,7,17,7,5,5,29
3985,Antonio Hamilton,vtu3985@veltech.edu.in,Cyber Security,5,10,10,12,1,5,24.5,7,5,6,5,1,2,14.5,8,3,7,3,2,2,14.5,2,6,15,20,2,1,24.5,10,3,17,12,2,2,25
762,James Webb,vtu762@veltech.edu.in,Artificial Intelligence,3,4,9,18,5,3,25,6,5,10,10,1,3,19.5,2,4,9,18,5,2,23.5,4,4,13,14,3,3,23.5,5,9,1,17,1,2,19
1404,Ryan Daniels,vtu1404@veltech.edu.in,Data Analytics,7,5,6,5,4,4,19.5,2,1,17,11,2,4,21.5,1,5,16,20,3,1,25,3,1,1,17,3,1,15,2,10,19,12,4,1,26.5
1511,Grace Jacobs,vtu1511@veltech.edu.in,Data Analytics,6,4,14,15,2,2,23.5,2,2,18,14,1,3,22,2,6,1,19,5,1,20,2,9,1,19,2,1,18.5,8,2,8,14,2,2,20
9302,Cathy Hays,vtu9302@veltech.edu.in,Artificial Intelligence,10,1,4,9,5,1,18,1,1,19,9,5,1,21,1,3,8,7,3,3,15.5,5,2,2,10,3,2,14.5,3,9,8,19,1,2,22.5
59,Robert Burnett,vtu59@veltech.edu.in,Artificial Intelligence,10,3,20,4,4,4,26.5,9,7,20,18,4,2,33,5,9,5,1,3,3,16,4,3,5,10,3,5,19,5,3,3,11,1,2,14
7477,Kenneth Gonzalez,vtu7477@veltech.edu.in,Artificial Intelligence,5,1,16,2,5,1,18,6,9,20,7,1,1,23,10,1,9,5,5,3,20.5,6,8,18,18,5,3,33,3,5,7,11,5,3,21
6059,Thomas Hall,vtu6059@veltech.edu.in,Cyber Security,8,1,17,3,2,2,18.5,5,2,19,9,5,3,25.5,6,9,1,6,4,1,16,6,2,13,11,4,1,21,9,10,9,2,4,3,22
9936,Jeremy Johnson,vtu9936@veltech.edu.in,Cyber Security,8,7,6,1,5,4,20,2,2,16,4,4,2,18,6,2,13,2,5,2,18.5,6,10,20,20,3,1,32,6,5,1,3,4,5,16.5
8854,Darren Smith,vtu8854@veltech.edu.in,General,8,4,19,18,2,2,28.5,8,9,19,15,2,2,29.5,4,6,4,3,5,1,14.5,4,5,6,2,5,2,15.5,6,1,11,15,3,3,22.5
1007,Jessica Collins,vtu1007@veltech.edu.in,Cyber Security,6,10,8,15,1,5,25.5,8,8,12,16,3,1,26,8,4,12,5,4,3,21.5,2,7,16,17,1,2,24,7,2,6,3,4,5,18
1224,Brittany White,vtu1224@veltech.edu.in,Data Analytics,2,10,13,12,4,3,25.5,4,5,7,4,3,4,17,9,7,1,15,1,4,21,2,2,13,10,3,3,19.5,2,4,13,10,2,5,21.5
2352,Annette Ashley,vtu2352@veltech.edu.in,Data Analytics,2,3,20,6,3,3,21.5,4,2,8,6,3,3,16,4,10,3,8,2,3,17.5,9,2,15,19,3,2,27.5,9,2,17,19,4,4,31.5
4975,Megan Allen,vtu4975@veltech.edu.in,Data Analytics,2,3,5,4,5,2,14,4,5,8,1,4,5,18,3,7,17,16,4,4,29.5,6,2,16,20,1,3,26,2,8,10,4,3,1,16
728,Jamie Smith,vtu728@veltech.edu.in,Data Analytics,2,9,2,17,2,1,18,1,10,11,18,4,2,26,9,6,4,19,5,5,29,3,10,17,17,2,4,29.5,5,2,8,8,4,2,17.5
6279,Dawn Serrano,vtu6279@veltech.edu.in,General,7,7,14,6,1,2,20,4,8,12,8,3,3,22,4,3,20,15,3,3,27,2,4,12,20,2,2,23,9,8,18,9,3,5,30
6070,Jennifer Shepherd,vtu6070@veltech.edu.in,General,9,7,15,19,2,5,32,6,2,19,20,5,4,32.5,4,1,16,4,3,4,19.5,5,2,11,6,1,3,16,1,2,8,9,4,4,18
